Matric_Aggregate_Group,FTEN,Matric_Status_Code,Age_Group,Race,Gender,Home_Language,Employment,Magisterial_District,Region,Class
9,1,0,6,0,0,7,0,144,4,1
0,0,0,1,0,1,16,0,94,3,1
9,1,0,3,0,0,7,0,238,4,1
3,1,4,6,0,1,15,0,77,1,1
13,1,0,3,5,0,0,0,63,1,1
11,1,0,5,0,0,7,2,176,1,1
11,1,7,6,1,1,1,0,28,6,1
6,1,1,4,0,0,17,2,150,4,1
11,1,0,5,0,0,8,0,105,2,1
13,1,0,3,0,0,8,0,163,2,1
11,0,0,2,1,0,2,2,93,6,1
8,0,0,2,0,1,11,0,57,1,1
0,1,0,5,0,1,8,2,43,2,1
9,1,0,4,0,1,2,0,99,4,1
5,1,1,6,0,0,2,1,213,0,1
6,0,2,5,0,0,14,2,173,1,1
1,1,3,7,0,1,10,0,19,1,1
1,1,7,6,0,0,7,0,236,3,1
0,1,0,5,0,1,14,0,91,1,1
3,0,2,1,0,0,10,2,204,4,1
4,1,1,6,0,0,7,0,81,3,1
7,1,1,4,0,0,10,2,77,1,1
4,0,1,2,0,0,8,2,13,1,1
0,1,0,5,0,1,18,0,181,1,1
0,1,0,2,0,1,2,2,77,1,1
8,1,0,4,0,1,10,0,2,1,1
10,1,0,4,0,0,18,2,181,1,1
1,1,7,7,4,1,1,0,93,6,1
7,1,1,4,0,0,14,0,57,1,1
11,1,0,2,4,1,2,0,12,6,1
0,1,0,3,0,0,8,2,43,2,1
2,1,0,6,1,1,1,0,93,6,1
11,1,0,4,0,0,14,0,236,3,1
0,0,0,1,2,1,2,2,163,2,1
11,0,0,2,5,1,2,0,57,1,1
5,0,1,4,0,0,8,2,77,1,1
8,1,0,6,5,1,2,0,2,1,1
8,0,1,4,1,0,2,0,81,3,1
12,1,0,4,0,0,15,0,98,6,1
0,1,1,6,0,1,10,0,80,1,1
10,1,0,4,0,1,7,0,30,6,1
0,1,0,1,2,0,2,2,2,1,1
11,1,0,3,0,1,8,2,146,2,1
3,0,2,5,0,1,14,0,90,3,1
0,1,2,5,0,0,8,0,166,2,1
0,1,1,5,0,1,8,2,43,2,1
12,1,0,5,0,1,8,0,43,2,1
0,1,0,5,0,1,8,2,105,2,1
9,1,0,2,0,1,10,2,80,1,1
0,0,0,2,5,0,2,0,43,2,1
0,0,0,2,5,1,2,2,2,1,1
8,1,1,6,0,0,18,2,80,1,1
12,1,0,5,0,1,18,0,101,3,1
8,1,0,3,0,0,2,0,77,1,1
0,1,0,4,0,0,8,0,29,2,1
0,0,1,5,0,0,10,0,143,4,1
0,0,1,4,0,1,20,2,114,4,1
0,1,2,6,0,1,17,2,242,1,1
6,1,0,4,0,0,18,2,2,1,1
0,1,1,6,0,1,20,0,176,1,1
1,1,8,7,1,0,2,0,219,5,1
10,1,0,4,0,1,10,2,117,4,1
11,1,0,3,0,0,17,0,77,1,1
10,0,0,3,0,1,18,0,194,4,1
6,0,1,3,0,0,10,0,123,4,1
10,1,4,8,1,1,2,2,244,6,1
0,1,3,3,1,0,2,0,43,2,1
9,1,0,3,0,0,10,0,117,4,1
9,1,0,5,0,1,7,0,59,6,1
8,0,1,5,0,0,8,2,163,2,1
9,1,0,4,0,1,20,2,111,4,1
6,1,4,6,5,0,0,0,183,1,1
0,0,3,7,0,0,2,0,219,5,1
3,0,2,4,0,1,17,2,154,4,1
6,0,0,2,0,1,10,2,80,1,1
7,0,1,2,0,0,15,2,182,3,1
11,0,0,2,5,1,0,0,242,1,1
9,1,0,3,0,1,18,0,234,4,1
0,0,0,2,0,1,20,2,238,4,1
10,1,0,5,0,1,10,0,114,4,1
1,1,8,6,0,1,2,0,219,5,1
0,1,0,6,5,1,2,0,30,6,1
12,1,0,2,2,0,2,2,73,2,1
9,1,0,4,0,1,10,2,186,4,1
10,1,0,6,0,1,14,0,66,4,1
0,1,3,5,0,0,2,0,59,6,1
9,1,0,4,0,0,18,0,242,1,1
7,1,0,4,0,0,8,0,43,2,1
9,1,0,5,0,0,8,0,49,4,1
6,1,1,4,0,0,14,0,173,1,1
9,1,0,5,0,0,8,2,19,1,1
5,1,2,4,0,0,10,2,186,4,1
9,1,0,3,0,1,7,2,220,1,1
0,1,1,6,0,0,14,2,156,3,1
12,1,0,5,0,1,2,2,176,1,1
6,1,7,7,1,1,2,0,30,6,1
7,1,1,5,0,0,8,2,110,2,1
0,1,0,5,0,0,15,0,55,3,1
6,1,1,5,0,0,7,0,168,0,1
9,1,7,6,0,0,7,2,223,0,1
0,1,0,4,0,1,10,2,124,4,1
0,1,0,3,2,1,2,0,163,2,1
1,1,3,5,0,1,3,0,93,6,1
13,1,0,4,2,1,2,0,18,3,1
5,1,2,6,0,1,8,0,163,2,1
7,1,0,6,0,0,14,2,222,1,1
10,1,0,4,0,0,7,0,176,1,1
13,0,0,2,5,0,1,0,173,1,1
12,0,0,4,5,0,0,0,231,2,1
10,0,0,2,1,0,2,0,59,6,1
0,1,1,6,0,1,14,0,176,1,1
11,1,0,4,0,1,15,2,113,3,1
11,1,0,4,0,0,2,0,77,1,1
6,1,1,5,0,1,20,2,176,1,1
9,0,0,4,0,1,6,0,238,4,1
0,1,1,6,0,1,8,0,43,2,1
9,1,0,6,0,0,10,0,80,1,1
7,1,1,5,0,1,7,0,213,0,1
10,0,0,3,0,1,2,0,176,1,1
9,0,0,5,0,1,20,0,57,1,1
0,1,0,2,0,1,2,0,168,0,1
10,1,0,3,4,1,2,0,30,6,1
13,1,0,6,5,0,1,0,65,6,1
11,1,0,5,0,0,18,0,173,1,1
11,1,0,4,0,1,8,0,32,4,1
0,1,0,5,0,0,17,0,154,4,1
10,1,0,6,0,1,8,0,173,1,1
10,1,0,5,0,1,10,2,204,4,1
0,1,3,7,0,0,15,0,19,1,1
7,0,1,4,0,1,8,2,43,2,1
7,1,0,6,1,1,2,0,81,3,1
8,1,7,8,0,1,7,0,12,6,1
6,0,0,5,0,0,10,0,80,1,1
0,1,0,4,0,1,20,1,242,1,1
0,0,0,1,5,1,2,2,60,3,1
0,1,3,6,4,0,12,0,219,5,1
11,1,0,5,0,1,8,0,151,2,1
13,1,0,5,0,0,10,0,204,4,1
0,0,0,7,0,1,8,2,77,1,1
9,1,1,3,0,0,8,2,73,2,1
5,0,1,5,0,1,10,0,108,4,1
9,1,1,2,0,0,8,1,212,2,1
2,0,1,6,0,1,14,2,77,1,1
11,1,0,6,0,0,7,0,173,1,1
0,0,0,1,5,0,1,0,91,1,1
0,0,0,1,5,1,2,2,80,1,1
10,1,4,8,2,1,2,0,244,6,1
10,1,0,5,0,0,8,0,169,2,1
5,1,1,4,0,0,2,2,77,1,1
0,1,0,5,0,1,14,0,220,1,1
0,0,0,1,5,1,2,2,176,1,1
9,1,0,2,5,1,0,2,30,6,1
11,0,0,3,5,1,1,0,61,4,1
12,0,0,2,5,0,2,0,18,3,1
7,1,7,7,0,1,2,0,80,1,1
2,1,7,6,0,0,20,0,173,1,1
9,0,0,5,0,1,2,2,25,3,1
0,1,3,6,0,0,11,0,219,5,1
5,1,7,6,0,0,7,0,93,6,1
9,1,0,5,0,0,7,0,215,0,1
11,1,0,2,0,1,8,2,119,4,1
1,1,3,5,0,1,2,0,176,1,1
10,1,0,4,1,1,1,2,81,3,1
10,0,0,5,0,0,8,0,43,2,1
12,0,0,2,2,1,2,2,77,1,1
0,0,0,1,5,1,2,0,173,1,1
0,1,0,6,5,1,0,0,91,1,1
11,1,0,5,0,0,20,0,176,1,1
5,1,0,6,0,1,8,0,212,2,1
0,0,0,1,5,0,2,2,176,1,1
11,1,0,5,0,0,8,0,9,4,1
0,1,0,6,0,0,10,2,164,4,1
0,1,0,4,0,0,8,2,19,1,1
7,0,1,6,0,1,8,0,136,2,1
11,0,0,2,5,0,0,0,13,1,1
11,1,0,5,5,1,2,2,18,3,1
12,1,0,4,0,1,15,0,193,1,1
7,1,0,5,0,0,7,0,107,0,1
1,0,4,1,5,1,2,2,176,1,1
11,1,0,3,0,1,15,2,164,4,1
0,1,0,5,0,0,7,0,17,2,1
11,1,0,1,0,1,8,2,212,2,1
8,1,0,2,0,1,10,0,204,4,1
11,1,0,4,0,1,2,2,173,1,1
0,1,0,4,0,0,11,0,77,1,1
0,1,3,8,0,0,10,0,176,1,1
0,1,0,1,3,1,2,0,236,3,1
12,1,0,2,1,1,2,2,77,1,1
10,1,0,4,0,1,2,0,173,1,1
11,0,0,2,0,0,2,2,12,6,1
12,1,0,4,1,0,0,2,60,3,1
12,1,0,4,0,1,8,0,136,2,1
13,1,4,8,5,1,1,0,173,1,1
12,1,4,7,2,1,2,0,176,1,1
7,1,7,8,0,0,7,0,45,0,1
9,1,0,4,0,1,10,0,242,1,1
10,1,0,5,1,1,2,0,180,6,1
11,1,4,6,0,1,2,0,176,1,1
10,1,4,6,5,1,2,0,80,1,1
0,1,0,6,5,0,2,0,168,0,1
0,1,0,4,5,1,1,0,25,3,1
0,1,3,8,0,1,11,0,59,6,1
7,1,0,5,2,1,2,0,34,2,1
0,1,0,1,2,1,2,1,176,1,1
11,1,0,5,1,1,2,0,244,6,1
10,1,0,2,0,0,10,0,194,4,1
2,1,4,6,0,0,14,0,80,1,1
1,0,1,1,0,0,20,2,80,1,1
10,1,0,4,0,0,20,0,173,1,1
8,1,0,6,0,0,8,0,146,2,1
7,1,0,5,0,1,17,0,46,4,1
12,0,0,2,5,1,2,0,162,4,1
10,0,0,2,5,1,1,0,91,1,1
0,1,0,4,2,1,2,0,43,2,1
6,1,1,5,0,0,7,2,59,6,1
10,0,0,4,2,1,2,0,163,2,1
6,0,1,3,0,1,20,0,242,1,1
0,1,0,4,2,0,2,2,163,2,1
0,1,0,3,2,1,2,2,163,2,1
9,0,4,7,0,1,17,0,219,5,1
5,0,7,6,0,0,8,1,43,2,1
8,1,4,8,0,1,15,0,18,3,1
0,0,0,1,0,1,10,2,204,4,1
0,1,0,5,0,0,15,0,205,3,1
8,0,4,7,0,1,18,0,173,1,1
9,0,4,8,1,1,2,0,168,0,1
11,1,0,2,1,1,2,2,163,2,1
11,1,0,3,5,0,1,2,173,1,1
4,0,4,6,0,1,11,0,80,1,1
0,0,3,6,0,0,15,2,193,1,1
2,0,3,6,0,1,10,2,204,4,1
13,1,4,6,0,1,18,0,173,1,1
3,1,1,5,0,0,8,2,181,1,1
6,0,7,7,0,0,10,1,204,4,1
6,0,7,7,0,1,10,0,61,4,1
9,0,4,9,5,0,0,0,173,1,1
11,1,0,4,0,1,18,2,77,1,1
0,1,3,6,0,0,14,1,173,1,1
11,0,4,6,0,1,14,0,225,3,1
13,1,3,7,0,0,14,0,21,3,1
4,0,7,6,0,1,8,0,244,6,1
10,1,0,5,0,0,2,0,81,3,1
0,1,1,5,0,1,7,2,168,0,1
0,1,3,5,0,0,14,0,219,5,1
5,0,1,2,0,1,2,2,210,0,1
0,1,6,6,1,1,0,0,59,6,1
1,1,3,7,0,0,14,0,77,1,1
0,1,0,4,2,1,2,0,176,1,1
11,1,4,8,1,0,0,0,93,6,1
0,0,3,6,0,1,10,2,181,1,1
6,0,1,4,0,1,8,2,43,2,1
0,1,1,4,1,0,2,2,192,6,1
0,0,0,1,2,1,2,0,173,1,1
0,1,1,6,0,1,10,0,57,1,1
0,1,0,6,2,0,2,0,173,1,1
8,0,7,6,0,1,8,0,163,2,1
0,0,0,6,2,0,2,0,43,2,1
0,1,0,3,0,1,14,0,182,3,1
11,1,0,3,0,1,18,0,206,4,1
12,1,0,6,0,1,8,0,173,1,1
0,0,1,5,0,1,10,0,173,1,1
5,1,1,2,0,1,2,0,168,0,1
0,0,0,5,0,1,8,0,176,1,1
2,1,3,6,0,1,7,0,130,2,1
5,1,3,6,0,1,15,0,77,1,1
4,1,1,5,0,1,7,0,53,0,1
4,1,0,6,0,1,20,0,166,2,1
1,1,3,6,0,1,7,0,176,1,1
2,0,1,6,0,1,8,0,105,2,1
0,1,1,6,0,0,8,0,49,4,1
11,1,0,4,5,1,1,0,199,6,1
5,0,1,3,0,1,14,2,186,4,1
1,0,4,7,5,1,2,0,13,1,1
9,0,0,2,5,0,1,2,173,1,1
11,1,0,5,0,0,8,0,212,2,1
0,0,0,3,4,1,1,0,173,1,1
11,1,0,5,2,0,2,0,43,2,1
7,1,7,6,0,1,6,0,119,4,1
11,0,0,3,0,0,2,2,57,1,1
0,1,0,5,0,1,2,2,19,1,1
0,0,0,1,0,1,2,2,77,1,1
9,0,4,6,0,0,8,2,77,1,1
6,0,1,6,0,1,7,0,77,1,1
5,1,0,2,0,1,10,0,164,4,1
11,1,0,6,0,0,8,0,2,1,1
12,1,0,4,0,0,8,0,66,4,1
12,0,0,6,0,0,8,0,216,2,1
4,1,4,6,0,1,17,0,80,1,1
13,1,0,4,2,0,2,0,222,1,1
11,1,0,4,0,0,18,2,44,4,1
0,0,0,2,0,0,10,2,124,4,1
12,0,0,2,5,1,2,2,57,1,1
0,1,0,4,5,0,2,0,219,5,1
0,1,0,6,5,1,2,0,2,1,1
11,1,0,4,0,1,18,0,206,4,1
0,0,0,1,2,1,2,2,145,2,1
0,1,3,8,0,1,9,0,219,5,1
0,1,3,5,0,1,11,0,219,5,1
0,0,0,4,0,0,14,2,143,4,1
0,1,0,5,0,0,7,0,93,6,1
13,0,4,7,2,1,2,0,19,1,1
13,1,4,7,5,0,2,0,163,2,1
10,0,0,6,0,1,10,0,61,4,1
5,0,1,6,0,0,10,0,186,4,1
0,1,0,4,4,1,2,0,45,0,1
3,0,2,6,0,0,17,2,2,1,1
6,1,7,7,0,0,7,0,176,1,1
10,1,0,4,5,1,0,0,176,1,1
10,1,0,3,0,0,14,0,43,2,1
8,0,1,6,0,0,8,2,43,2,1
12,1,4,6,0,1,2,0,176,1,1
0,1,0,5,0,0,7,2,80,1,1
3,1,2,6,0,1,8,0,43,2,1
12,1,0,5,0,1,18,0,206,4,1
9,0,0,2,2,0,2,2,43,2,1
12,1,0,4,0,0,10,0,188,4,1
10,1,0,4,0,1,2,0,222,1,1
12,0,0,5,0,0,8,0,105,2,1
5,0,1,2,0,0,15,2,40,3,1
0,0,0,1,5,1,2,2,166,2,1
0,1,0,1,1,1,2,2,166,2,1
11,1,0,5,0,0,17,0,173,1,1
11,1,0,2,0,1,8,1,50,2,1
0,0,1,2,0,1,8,2,77,1,1
0,1,0,3,2,1,2,2,173,1,1
7,1,0,5,0,0,15,2,55,3,1
9,1,0,3,2,0,2,2,173,1,1
12,0,0,2,5,1,2,2,80,1,1
0,0,0,3,0,0,7,2,210,0,1
12,1,0,2,1,0,2,0,43,2,1
3,1,0,6,0,1,14,0,173,1,1
12,1,0,4,0,1,20,2,193,1,1
10,0,0,4,0,1,10,2,164,4,1
11,1,0,2,5,1,2,0,173,1,1
11,1,0,5,0,0,8,0,67,2,1
12,1,0,5,1,0,2,0,12,6,1
8,0,0,2,0,0,7,2,77,1,1
5,0,0,2,0,1,11,2,19,1,1
9,0,1,5,0,1,8,2,136,2,1
0,1,3,6,0,0,18,0,173,1,1
0,0,0,2,5,1,2,1,57,1,1
5,1,0,2,2,1,2,2,77,1,1
0,1,3,4,0,0,14,0,97,3,1
5,1,1,5,0,0,14,2,220,1,1
9,1,0,6,0,0,8,2,119,4,1
10,1,0,6,5,1,2,0,173,1,1
2,1,0,6,0,1,18,0,66,4,1
10,1,0,5,0,1,15,0,242,1,1
11,1,0,3,0,0,7,0,120,6,1
1,0,3,6,0,0,8,0,166,2,1
12,0,0,5,0,1,8,0,73,2,1
11,0,0,4,5,1,1,0,173,1,1
8,1,0,2,0,1,11,2,80,1,1
0,1,3,7,0,1,15,0,176,1,1
0,0,1,3,0,1,10,2,173,1,1
13,0,4,6,5,0,2,0,222,1,1
11,1,4,7,2,0,2,0,43,2,1
0,0,0,2,0,1,10,2,238,4,1
0,1,0,5,1,1,1,0,28,6,1
9,1,0,2,5,1,0,2,80,1,1
0,0,0,1,2,1,2,2,146,2,1
10,1,0,5,0,1,17,2,114,4,1
1,0,8,5,0,1,16,2,176,1,1
13,1,4,7,0,1,15,0,173,1,1
11,1,0,6,0,0,8,2,173,1,1
11,1,0,5,0,1,8,0,173,1,1
0,0,0,6,5,1,1,2,108,4,1
7,0,0,6,0,0,18,2,181,1,1
0,1,0,6,0,0,20,0,77,1,1
5,0,7,7,0,1,8,0,66,4,1
9,0,7,7,5,1,1,0,173,1,1
9,0,0,6,0,0,10,0,242,1,1
9,0,1,5,0,1,10,2,143,4,1
6,0,1,4,0,1,8,2,50,2,1
6,1,1,5,0,0,8,0,212,2,1
3,1,2,5,0,1,8,0,67,2,1
9,0,0,6,1,0,2,0,168,0,1
8,1,4,6,0,0,8,0,77,1,1
10,1,0,5,0,0,10,0,144,4,1
10,1,0,6,0,1,17,0,77,1,1
3,0,1,4,0,1,8,2,195,1,1
0,1,3,7,0,1,11,0,219,5,1
9,1,0,4,0,1,10,2,57,1,1
8,1,0,4,2,0,2,0,43,2,1
10,1,8,6,5,1,2,0,173,1,1
12,1,0,2,0,0,2,2,222,1,1
9,1,0,3,0,1,10,2,124,4,1
11,0,0,2,0,1,2,0,91,1,1
12,1,4,6,0,0,8,0,212,2,1
11,1,0,4,0,1,8,0,151,2,1
12,0,0,2,0,1,2,2,91,1,1
11,1,0,5,0,0,8,0,43,2,1
9,1,0,4,2,1,2,0,176,1,1
12,1,0,4,0,1,8,0,166,2,1
1,1,4,5,0,0,2,0,162,4,1
12,1,4,6,0,1,8,0,13,1,1
0,1,0,5,2,0,2,2,23,1,1
0,1,0,5,0,0,15,0,171,3,1
0,1,0,2,0,1,2,1,43,2,1
7,1,0,4,0,1,10,2,77,1,1
6,1,4,6,0,1,10,0,173,1,1
0,0,0,4,1,1,2,0,199,6,1
11,1,0,5,0,0,8,0,51,2,1
9,1,1,4,0,0,18,0,173,1,1
11,0,4,7,0,0,15,0,173,1,1
4,0,4,7,5,1,2,0,2,1,1
0,1,0,3,0,1,20,2,179,4,1
10,1,0,6,0,0,6,0,193,1,1
0,1,3,5,1,1,0,0,12,6,1
1,1,3,7,0,0,8,0,173,1,1
13,1,4,6,0,0,8,0,77,1,1
0,1,3,6,0,1,20,2,100,4,1
11,0,0,5,0,0,15,2,182,3,1
0,1,3,8,0,1,2,0,176,1,1
11,1,0,6,0,1,18,0,183,1,1
0,1,0,6,5,1,2,2,168,0,1
11,0,0,3,0,0,7,2,175,0,1
11,1,0,6,0,0,15,0,192,6,1
0,1,0,4,0,1,18,0,45,0,1
11,1,0,4,0,0,8,2,181,1,1
0,1,0,4,0,1,8,2,13,1,1
6,1,7,6,5,1,0,0,119,4,1
12,1,0,4,0,0,7,0,76,2,1
0,1,0,4,2,1,2,0,173,1,1
0,1,0,5,0,0,7,0,12,6,1
10,1,0,5,1,1,1,0,158,6,1
0,0,0,3,5,1,2,0,19,1,1
11,1,4,6,0,1,14,0,173,1,1
11,1,0,5,0,1,7,0,168,0,1
0,1,0,5,0,0,8,0,160,2,1
4,1,1,6,0,0,10,2,77,1,1
11,0,4,7,0,1,15,0,77,1,1
9,1,0,5,0,1,20,2,77,1,1
0,0,0,1,5,1,1,2,210,0,1
11,1,0,5,0,1,8,0,77,1,1
11,0,0,2,4,1,0,0,12,6,1
9,1,0,4,0,1,8,0,57,1,1
5,0,2,6,0,0,8,2,76,2,1
10,1,0,5,0,0,7,0,27,0,1
10,1,0,4,0,1,18,0,77,1,1
11,1,0,6,0,1,8,0,12,6,1
0,0,0,6,0,1,8,2,110,2,1
0,0,3,6,0,1,11,0,43,2,1
9,1,0,3,5,1,1,2,242,1,1
7,1,0,5,0,1,15,0,122,3,1
3,0,2,6,0,1,8,2,146,2,1
8,0,7,7,0,0,20,2,111,4,1
13,1,0,4,0,0,8,2,13,1,1
6,1,1,5,0,1,10,0,143,4,1
7,1,0,2,0,0,2,2,236,3,1
0,0,0,5,0,1,18,2,194,4,1
11,1,0,5,1,1,1,0,28,6,1
9,0,0,6,0,1,8,0,43,2,1
0,1,0,5,0,1,7,0,59,6,1
10,1,0,3,0,1,7,0,82,0,1
11,1,4,7,0,0,10,0,176,1,1
8,1,0,3,5,1,1,2,158,6,1
0,1,0,5,0,0,10,0,195,1,1
10,1,0,5,0,0,14,0,81,3,1
13,0,0,2,5,0,1,0,231,2,1
12,1,4,6,0,0,18,0,232,4,1
0,0,0,6,0,1,10,0,19,1,1
9,0,0,2,1,1,2,2,12,6,1
11,1,0,3,5,1,1,0,173,1,1
8,1,0,4,0,1,14,0,18,3,1
12,1,0,5,2,1,2,0,163,2,1
0,1,0,5,0,1,8,2,41,4,1
4,0,1,5,0,0,8,2,144,4,1
5,0,2,5,0,0,20,2,193,1,1
7,0,1,3,5,1,1,0,100,4,1
9,1,0,2,0,1,8,2,13,1,1
9,1,3,6,0,1,10,2,193,1,1
13,1,4,7,0,1,15,0,77,1,1
7,1,7,7,0,1,7,2,45,0,1
0,1,0,2,0,1,17,0,144,4,1
9,0,4,7,0,1,6,0,242,1,1
5,0,7,6,0,1,14,2,77,1,1
11,1,0,5,0,1,10,0,193,1,1
6,1,4,8,1,1,2,2,77,1,1
7,1,0,6,5,1,2,0,181,1,1
9,1,0,5,0,1,10,0,164,4,1
3,0,1,3,0,0,2,0,77,1,1
0,1,3,3,0,0,20,0,173,1,1
0,1,3,7,0,0,7,0,84,3,1
7,1,4,8,0,0,10,0,139,4,1
8,0,4,7,0,1,8,2,173,1,1
1,1,3,7,0,0,7,0,82,0,1
0,1,3,6,0,1,10,0,80,1,1
6,1,7,7,0,1,10,0,173,1,1
2,0,2,5,0,1,2,2,2,1,1
8,0,4,8,0,1,10,0,242,1,1
8,0,1,6,0,0,8,2,212,2,1
12,1,0,3,0,0,18,2,44,4,1
0,1,0,2,5,0,1,0,173,1,1
12,1,0,3,0,1,14,2,18,3,1
10,1,4,7,0,1,20,0,181,1,1
10,0,0,3,5,1,1,0,19,1,1
6,0,1,5,0,0,8,0,43,2,1
0,1,0,2,5,0,12,2,13,1,1
0,1,3,7,0,0,8,0,209,2,1
0,1,0,5,0,0,10,0,173,1,1
7,0,1,6,0,1,20,0,58,4,1
0,0,1,6,0,1,20,2,55,3,1
9,0,0,5,0,0,8,0,166,2,1
0,0,0,1,2,0,2,2,169,2,1
9,1,0,4,0,0,20,0,77,1,1
0,1,3,6,1,1,0,2,59,6,1
5,1,1,4,0,0,10,2,238,4,1
0,1,0,5,0,0,14,2,220,1,1
0,1,3,3,5,1,2,2,43,2,1
0,0,3,6,0,1,8,2,50,2,1
5,1,7,6,0,1,7,0,93,6,1
2,1,7,7,0,1,8,0,2,1,1
13,0,4,7,0,1,8,2,77,1,1
9,1,0,6,1,0,1,0,28,6,1
0,1,3,7,0,1,18,0,173,1,1
10,1,0,6,0,0,15,0,173,1,1
10,1,0,5,0,0,18,2,206,4,1
11,1,0,5,0,1,8,0,85,2,1
0,1,3,2,0,0,2,1,91,1,1
5,1,4,6,0,0,8,0,163,2,1
13,1,0,6,5,1,1,0,25,3,1
8,0,0,5,1,1,2,0,244,6,1
7,0,1,6,0,0,10,0,80,1,1
11,1,0,6,0,0,18,0,80,1,1
1,1,3,6,0,1,8,0,60,3,1
11,1,0,5,0,1,18,0,201,6,1
5,0,1,6,0,1,8,2,176,1,1
5,1,2,5,0,0,18,0,44,4,1
5,1,1,5,0,1,10,0,119,4,1
0,1,3,7,0,0,16,0,181,1,1
11,1,0,3,1,1,2,2,120,6,1
2,0,1,6,0,1,10,2,193,1,1
4,0,2,3,0,1,14,2,124,4,1
7,1,0,6,0,1,10,0,164,4,1
13,1,0,4,2,0,2,2,73,2,1
0,1,0,5,0,0,7,0,12,6,1
0,1,1,6,0,0,14,0,130,2,1
5,0,2,6,0,0,7,2,213,0,1
10,1,0,4,1,0,2,2,210,0,1
0,0,0,2,0,1,16,0,100,4,1
5,1,7,8,0,0,8,0,43,2,1
0,1,0,3,0,0,8,2,166,2,1
6,0,1,5,0,0,7,2,202,3,1
0,0,1,4,0,0,10,2,80,1,1
0,1,1,5,0,0,8,0,43,2,1
0,1,3,8,0,1,2,0,173,1,1
11,1,0,3,1,1,1,1,33,6,1
0,1,3,3,0,1,8,0,49,4,1
2,1,2,3,0,1,15,0,182,3,1
6,1,7,6,0,0,8,0,173,1,1
